mes_ocu,dia_sem_ocu,hora_ocu,g_hora,depto_ocu,mupio_ocu,zona_ocu,mayor_menor,tipo_veh,color_veh,modelo_veh,marca_veh,anio_ocu_file,tipo_eve,edad_grupo,fall_les,sexo_vic,int_o_noint,num_corre,anio_ocu_dataset,anio_ocu,edad_vic
enero,domingo,20,4,2,203,99,mayor,automovil,blanco,4,mahindra,2013,vuelco,15-19,lesionado,ignorado,ignorado,184,,2013,-1
enero,domingo,20,4,2,203,99,mayor,automovil,blanco,4,mahindra,2013,vuelco,20-24,lesionado,ignorado,ignorado,185,,2013,-1
enero,domingo,22,4,14,1404,99,mayor,microbus,corinto,3,jeep,2013,colision,30-34,lesionado,ignorado,ignorado,186,,2013,-1
enero,domingo,22,4,14,1404,99,mayor,microbus,corinto,3,jeep,2013,colision,25-29,lesionado,ignorado,ignorado,187,,2013,-1
enero,domingo,22,4,14,1404,99,menor,microbus,corinto,3,jeep,2013,colision,menor de 15,lesionado,ignorado,ignorado,188,,2013,-1
enero,domingo,22,4,14,1404,99,mayor,microbus,corinto,3,jeep,2013,colision,40-44,lesionado,ignorado,ignorado,189,,2013,-1
enero,domingo,22,4,14,1404,99,menor,microbus,corinto,3,jeep,2013,colision,menor de 15,lesionado,ignorado,ignorado,190,,2013,-1
enero,domingo,22,4,14,1404,99,mayor,microbus,corinto,3,jeep,2013,colision,20-24,lesionado,ignorado,ignorado,191,,2013,-1
enero,domingo,22,4,14,1404,99,mayor,microbus,corinto,3,jeep,2013,colision,20-24,lesionado,ignorado,ignorado,192,,2013,-1
enero,domingo,22,4,14,1404,99,menor,microbus,corinto,3,jeep,2013,colision,menor de 15,lesionado,ignorado,ignorado,193,,2013,-1
enero,domingo,22,4,14,1404,99,mayor,microbus,corinto,3,jeep,2013,colision,20-24,lesionado,ignorado,ignorado,194,,2013,-1
enero,domingo,22,4,14,1404,99,mayor,microbus,corinto,3,jeep,2013,colision,25-29,lesionado,ignorado,ignorado,195,,2013,-1
enero,domingo,13,3,4,403,99,menor,pick up,gris,3,land rover,2013,choque,menor de 15,fallecimiento,ignorado,ignorado,196,,2013,-1
enero,lunes,5,1,1,101,12,mayor,cabezal,rojo,3,infiniti,2013,colision,25-29,lesionado,ignorado,ignorado,197,,2013,-1
enero,lunes,19,4,22,2201,99,menor,camioneta,corinto,4,avanti,2013,vuelco,menor de 15,fallecimiento,ignorado,ignorado,198,,2013,-1
enero,lunes,13,3,10,1015,99,mayor,mototaxi,rojo,4,tvs apache,2013,vuelco,20-24,lesionado,ignorado,ignorado,199,,2013,-1
enero,lunes,13,3,10,1015,99,mayor,mototaxi,rojo,4,tvs apache,2013,vuelco,50-54,lesionado,ignorado,ignorado,200,,2013,-1
enero,lunes,13,3,10,1015,99,mayor,mototaxi,rojo,4,tvs apache,2013,vuelco,30-34,lesionado,ignorado,ignorado,201,,2013,-1
enero,lunes,13,3,10,1015,99,mayor,mototaxi,rojo,4,tvs apache,2013,vuelco,35-39,lesionado,ignorado,ignorado,202,,2013,-1
enero,lunes,13,3,10,1015,99,menor,mototaxi,rojo,4,tvs apache,2013,vuelco,menor de 15,lesionado,ignorado,ignorado,203,,2013,-1
enero,lunes,15,3,9,921,99,mayor,motocicleta,ignorado,5,tvs apache,2013,vuelco,20-24,fallecimiento,ignorado,ignorado,204,,2013,-1
enero,lunes,11,2,8,805,99,mayor,pick up,ignorado,6,land rover,2013,colision,40-44,lesionado,ignorado,ignorado,205,,2013,-1
enero,lunes,11,2,8,805,99,mayor,pick up,ignorado,6,land rover,2013,colision,40-44,lesionado,ignorado,ignorado,206,,2013,-1
enero,lunes,2,1,3,314,1,mayor,motocicleta,rojo,6,jmc,2013,choque,15-19,fallecimiento,ignorado,ignorado,207,,2013,-1
enero,lunes,2,1,3,314,1,mayor,motocicleta,rojo,6,jmc,2013,choque,25-29,lesionado,ignorado,ignorado,208,,2013,-1
enero,martes,12,3,19,1901,99,mayor,mototaxi,ignorado,6,jmc,2013,vuelco,20-24,lesionado,ignorado,ignorado,209,,2013,-1
enero,martes,12,3,19,1901,99,mayor,mototaxi,ignorado,6,jmc,2013,vuelco,55 y mas,fallecimiento,ignorado,ignorado,210,,2013,-1
enero,martes,11,2,1,117,7,mayor,motocicleta,ignorado,6,jmc,2013,colision,30-34,lesionado,ignorado,ignorado,211,,2013,-1
enero,martes,11,2,1,117,7,mayor,motocicleta,ignorado,6,jmc,2013,colision,20-24,lesionado,ignorado,ignorado,212,,2013,-1
enero,martes,6,2,4,416,99,mayor,pick up,verde,6,avanti,2013,colision,20-24,lesionado,ignorado,ignorado,213,,2013,-1
enero,martes,6,2,4,416,99,mayor,pick up,verde,6,avanti,2013,colision,25-29,lesionado,ignorado,ignorado,214,,2013,-1
enero,martes,6,2,4,416,99,mayor,pick up,verde,6,avanti,2013,colision,40-44,lesionado,ignorado,ignorado,215,,2013,-1
enero,martes,6,2,4,416,99,menor,pick up,verde,6,avanti,2013,colision,menor de 15,lesionado,ignorado,ignorado,216,,2013,-1
enero,martes,6,2,4,416,99,mayor,pick up,verde,6,avanti,2013,colision,15-19,lesionado,ignorado,ignorado,217,,2013,-1
enero,martes,6,2,4,416,99,mayor,pick up,verde,6,avanti,2013,colision,30-34,lesionado,ignorado,ignorado,218,,2013,-1
enero,martes,17,3,19,1908,99,mayor,mototaxi,rojo,6,tvs apache,2013,colision,55 y mas,fallecimiento,ignorado,ignorado,219,,2013,-1
enero,martes,19,4,12,1222,99,mayor,pick up,corinto,6,land rover,2013,choque,30-34,fallecimiento,ignorado,ignorado,220,,2013,-1
enero,miercoles,7,2,1,101,11,mayor,bus urbano,ignorado,6,alfa romeo,2013,colision,45-49,lesionado,ignorado,ignorado,221,,2013,-1
enero,miercoles,7,2,1,101,11,mayor,bus urbano,ignorado,6,alfa romeo,2013,colision,55 y mas,lesionado,ignorado,ignorado,222,,2013,-1
enero,miercoles,7,2,1,101,11,mayor,bus urbano,ignorado,6,alfa romeo,2013,colision,40-44,lesionado,ignorado,ignorado,223,,2013,-1
enero,miercoles,7,2,1,101,11,mayor,bus urbano,ignorado,6,alfa romeo,2013,colision,30-34,lesionado,ignorado,ignorado,224,,2013,-1
enero,miercoles,7,2,1,101,11,mayor,bus urbano,ignorado,6,alfa romeo,2013,colision,55 y mas,lesionado,ignorado,ignorado,225,,2013,-1
enero,miercoles,7,2,1,101,11,mayor,bus urbano,ignorado,6,alfa romeo,2013,colision,30-34,lesionado,ignorado,ignorado,226,,2013,-1
enero,miercoles,7,2,1,101,11,mayor,bus urbano,ignorado,6,alfa romeo,2013,colision,30-34,lesionado,ignorado,ignorado,227,,2013,-1
enero,miercoles,8,2,7,704,99,mayor,microbus,blanco,6,land rover,2013,vuelco,55 y mas,lesionado,ignorado,ignorado,228,,2013,-1
enero,miercoles,8,2,7,704,99,menor,microbus,blanco,6,land rover,2013,vuelco,menor de 15,lesionado,ignorado,ignorado,229,,2013,-1
enero,miercoles,8,2,7,704,99,menor,microbus,blanco,6,land rover,2013,vuelco,menor de 15,lesionado,ignorado,ignorado,230,,2013,-1
enero,miercoles,8,2,7,704,99,mayor,microbus,blanco,6,land rover,2013,vuelco,50-54,lesionado,ignorado,ignorado,231,,2013,-1
enero,miercoles,8,2,7,704,99,mayor,microbus,blanco,6,land rover,2013,vuelco,45-49,lesionado,ignorado,ignorado,232,,2013,-1
enero,miercoles,8,2,7,704,99,menor,microbus,blanco,6,land rover,2013,vuelco,menor de 15,lesionado,ignorado,ignorado,233,,2013,-1
enero,miercoles,8,2,7,704,99,mayor,microbus,blanco,6,land rover,2013,vuelco,25-29,lesionado,ignorado,ignorado,234,,2013,-1
enero,miercoles,8,2,7,704,99,mayor,microbus,blanco,6,land rover,2013,vuelco,30-34,lesionado,ignorado,ignorado,235,,2013,-1
enero,jueves,8,2,1,101,11,mayor,camioneta,negro,4,audi,2013,colision,55 y mas,lesionado,ignorado,ignorado,236,,2013,-1
enero,jueves,15,3,1,101,21,mayor,motocicleta,rojo,4,kinlon,2013,colision,15-19,lesionado,ignorado,ignorado,237,,2013,-1
enero,jueves,11,2,20,2004,99,mayor,pick up,verde,6,jeep,2013,vuelco,55 y mas,lesionado,ignorado,ignorado,238,,2013,-1
enero,jueves,11,2,20,2004,99,mayor,pick up,verde,6,jeep,2013,vuelco,55 y mas,lesionado,ignorado,ignorado,239,,2013,-1
enero,jueves,11,2,20,2004,99,menor,pick up,verde,6,jeep,2013,vuelco,menor de 15,lesionado,ignorado,ignorado,240,,2013,-1
enero,jueves,7,2,6,601,99,mayor,microbus,gris,4,jeep,2013,colision,30-34,lesionado,ignorado,ignorado,241,,2013,-1
enero,jueves,7,2,6,601,99,mayor,microbus,gris,4,jeep,2013,colision,55 y mas,lesionado,ignorado,ignorado,242,,2013,-1
enero,jueves,7,2,6,601,99,mayor,microbus,gris,4,jeep,2013,colision,50-54,lesionado,ignorado,ignorado,243,,2013,-1
enero,jueves,20,4,10,1001,99,mayor,motocicleta,negro,6,tvs apache,2013,vuelco,25-29,lesionado,ignorado,ignorado,244,,2013,-1
enero,jueves,14,3,12,1202,99,mayor,microbus,azul,5,land rover,2013,colision,50-54,lesionado,ignorado,ignorado,245,,2013,-1
enero,jueves,4,1,16,1609,99,mayor,automovil,blanco,4,jeep,2013,colision,30-34,lesionado,ignorado,ignorado,246,,2013,-1
enero,jueves,5,1,4,401,99,mayor,motocicleta,rojo,6,tvs apache,2013,choque,20-24,fallecimiento,ignorado,ignorado,247,,2013,-1
enero,viernes,9,2,1,101,1,mayor,motocicleta,rojo,6,great wall,2013,colision,ignorado,lesionado,ignorado,ignorado,248,,2013,-1
enero,viernes,7,2,1,102,99,mayor,automovil,blanco,6,audi,2013,colision,ignorado,lesionado,ignorado,ignorado,249,,2013,-1
enero,viernes,19,4,1,115,6,mayor,pick up,rojo,6,land rover,2013,colision,ignorado,lesionado,ignorado,ignorado,250,,2013,-1
enero,viernes,18,4,5,509,99,mayor,motocicleta,corinto,6,tvs apache,2013,colision,30-34,lesionado,ignorado,ignorado,251,,2013,-1
enero,viernes,18,4,5,509,99,mayor,ignorado,ignorado,6,jmc,2013,colision,55 y mas,lesionado,ignorado,ignorado,252,,2013,-1
enero,viernes,8,2,10,1002,99,mayor,motocicleta,rojo,5,kenworth,2013,colision,35-39,lesionado,ignorado,ignorado,253,,2013,-1
enero,viernes,5,1,16,1613,99,mayor,microbus,blanco,6,jmc,2013,colision,30-34,lesionado,ignorado,ignorado,254,,2013,-1
enero,viernes,5,1,16,1613,99,mayor,microbus,blanco,6,jmc,2013,colision,55 y mas,lesionado,ignorado,ignorado,255,,2013,-1
enero,viernes,5,1,16,1613,99,mayor,microbus,blanco,6,jmc,2013,colision,55 y mas,lesionado,ignorado,ignorado,256,,2013,-1
enero,viernes,5,1,16,1613,99,mayor,microbus,blanco,6,jmc,2013,colision,30-34,lesionado,ignorado,ignorado,257,,2013,-1
enero,viernes,5,1,16,1613,99,menor,microbus,blanco,6,jmc,2013,colision,menor de 15,lesionado,ignorado,ignorado,258,,2013,-1
enero,viernes,5,1,16,1613,99,mayor,microbus,blanco,6,jmc,2013,colision,20-24,lesionado,ignorado,ignorado,259,,2013,-1
enero,viernes,5,1,16,1613,99,mayor,microbus,blanco,6,jmc,2013,colision,35-39,lesionado,ignorado,ignorado,260,,2013,-1
enero,viernes,5,1,16,1613,99,menor,microbus,blanco,6,jmc,2013,colision,menor de 15,lesionado,ignorado,ignorado,261,,2013,-1
enero,viernes,5,1,16,1613,99,mayor,microbus,blanco,6,jmc,2013,colision,30-34,lesionado,ignorado,ignorado,262,,2013,-1
enero,viernes,5,1,16,1613,99,menor,microbus,blanco,6,jmc,2013,colision,menor de 15,lesionado,ignorado,ignorado,263,,2013,-1
enero,viernes,5,1,16,1613,99,menor,microbus,blanco,6,jmc,2013,colision,menor de 15,lesionado,ignorado,ignorado,264,,2013,-1
enero,viernes,16,3,18,1805,99,mayor,camion,negro,6,daihatsu,2013,choque,30-34,lesionado,ignorado,ignorado,265,,2013,-1
enero,viernes,16,3,18,1805,99,mayor,camion,negro,6,daihatsu,2013,choque,45-49,lesionado,ignorado,ignorado,266,,2013,-1
enero,viernes,16,3,18,1801,99,mayor,motocicleta,rojo,5,datsun,2013,colision,40-44,lesionado,ignorado,ignorado,267,,2013,-1
enero,sabado,21,4,1,101,1,mayor,bus urbano,blanco,6,jmc,2013,colision,35-39,lesionado,ignorado,ignorado,268,,2013,-1
enero,sabado,21,4,1,101,1,mayor,bus urbano,blanco,6,jmc,2013,colision,45-49,lesionado,ignorado,ignorado,269,,2013,-1
enero,sabado,21,4,1,101,1,menor,bus urbano,blanco,6,jmc,2013,colision,menor de 15,lesionado,ignorado,ignorado,270,,2013,-1
enero,sabado,21,4,1,101,1,mayor,bus urbano,blanco,6,jmc,2013,colision,ignorado,lesionado,ignorado,ignorado,271,,2013,-1
enero,sabado,9,2,1,101,18,menor,motocicleta,ignorado,6,jmc,2013,colision,menor de 15,lesionado,ignorado,ignorado,272,,2013,-1
enero,sabado,9,2,1,101,18,menor,motocicleta,ignorado,6,jmc,2013,colision,menor de 15,lesionado,ignorado,ignorado,273,,2013,-1
enero,sabado,9,2,1,101,18,mayor,motocicleta,ignorado,6,jmc,2013,colision,25-29,lesionado,ignorado,ignorado,274,,2013,-1
enero,sabado,18,4,1,107,99,mayor,motocicleta,ignorado,6,jmc,2013,vuelco,30-34,lesionado,ignorado,ignorado,275,,2013,-1
enero,sabado,18,4,1,107,99,mayor,motocicleta,ignorado,6,jmc,2013,vuelco,30-34,lesionado,ignorado,ignorado,276,,2013,-1
enero,sabado,21,4,1,101,13,mayor,motocicleta,gris,6,tvs apache,2013,colision,30-34,lesionado,ignorado,ignorado,277,,2013,-1
enero,sabado,23,4,1,101,12,menor,automovil,corinto,2,jumbo,2013,colision,menor de 15,lesionado,ignorado,ignorado,278,,2013,-1
enero,sabado,23,4,1,101,12,mayor,automovil,corinto,2,jumbo,2013,colision,30-34,lesionado,ignorado,ignorado,279,,2013,-1
enero,sabado,23,4,1,101,12,menor,automovil,corinto,2,jumbo,2013,colision,menor de 15,lesionado,ignorado,ignorado,280,,2013,-1
enero,sabado,23,4,1,101,12,menor,automovil,corinto,2,jumbo,2013,colision,menor de 15,lesionado,ignorado,ignorado,281,,2013,-1
enero,sabado,23,4,1,101,12,mayor,automovil,corinto,2,jumbo,2013,colision,15-19,lesionado,ignorado,ignorado,282,,2013,-1
enero,sabado,23,4,1,101,12,mayor,automovil,corinto,2,jumbo,2013,colision,50-54,lesionado,ignorado,ignorado,283,,2013,-1
enero,sabado,19,4,1,101,7,mayor,motocicleta,ignorado,6,jmc,2013,colision,25-29,lesionado,ignorado,ignorado,284,,2013,-1
enero,sabado,9,2,17,1701,99,mayor,mototaxi,ignorado,4,tvs apache,2013,colision,40-44,lesionado,ignorado,ignorado,285,,2013,-1
enero,sabado,2,1,17,1701,99,mayor,motocicleta,ignorado,6,jmc,2013,choque,30-34,lesionado,ignorado,ignorado,286,,2013,-1
enero,domingo,20,4,1,101,7,mayor,automovil,azul,6,changan,2013,colision,30-34,lesionado,ignorado,ignorado,287,,2013,-1
enero,domingo,15,3,1,108,4,mayor,motocicleta,negro,6,jmc,2013,colision,20-24,lesionado,ignorado,ignorado,288,,2013,-1
enero,domingo,18,4,20,2001,99,mayor,pick up,ignorado,6,jmc,2013,vuelco,55 y mas,lesionado,ignorado,ignorado,289,,2013,-1
enero,domingo,18,4,20,2001,99,menor,pick up,ignorado,6,jmc,2013,vuelco,15-19,lesionado,ignorado,ignorado,290,,2013,-1
enero,domingo,18,4,20,2001,99,mayor,pick up,ignorado,6,jmc,2013,vuelco,20-24,lesionado,ignorado,ignorado,291,,2013,-1
enero,domingo,18,4,20,2001,99,menor,pick up,ignorado,6,jmc,2013,vuelco,menor de 15,lesionado,ignorado,ignorado,292,,2013,-1
enero,domingo,18,4,20,2001,99,mayor,pick up,ignorado,6,jmc,2013,vuelco,40-44,lesionado,ignorado,ignorado,293,,2013,-1
enero,domingo,19,4,5,501,99,mayor,motocicleta,ignorado,6,geo,2013,colision,25-29,lesionado,ignorado,ignorado,294,,2013,-1
enero,domingo,19,4,5,501,99,mayor,motocicleta,ignorado,6,geo,2013,colision,ignorado,lesionado,ignorado,ignorado,295,,2013,-1
enero,domingo,15,3,6,613,99,mayor,bus urbano,ignorado,1,jmc,2013,colision,55 y mas,lesionado,ignorado,ignorado,296,,2013,-1
enero,domingo,15,3,6,613,99,mayor,bus urbano,ignorado,1,jmc,2013,colision,40-44,lesionado,ignorado,ignorado,297,,2013,-1
enero,domingo,15,3,6,613,99,mayor,bus urbano,ignorado,1,jmc,2013,colision,20-24,lesionado,ignorado,ignorado,298,,2013,-1
enero,domingo,15,3,6,613,99,mayor,bus urbano,ignorado,1,jmc,2013,colision,45-49,lesionado,ignorado,ignorado,299,,2013,-1
enero,domingo,15,3,6,613,99,menor,bus urbano,ignorado,1,jmc,2013,colision,menor de 15,lesionado,ignorado,ignorado,300,,2013,-1
enero,domingo,11,2,6,601,99,mayor,pick up,rojo,6,jmc,2013,choque,55 y mas,lesionado,ignorado,ignorado,301,,2013,-1
enero,domingo,11,2,6,601,99,mayor,pick up,rojo,6,jmc,2013,choque,55 y mas,fallecimiento,ignorado,ignorado,302,,2013,-1
enero,domingo,11,2,6,601,99,mayor,pick up,rojo,6,jmc,2013,choque,55 y mas,fallecimiento,ignorado,ignorado,303,,2013,-1
enero,domingo,19,4,10,1002,99,mayor,pick up,azul,2,land rover,2013,colision,20-24,lesionado,ignorado,ignorado,304,,2013,-1
enero,domingo,3,1,10,1010,99,mayor,motocicleta,rojo,4,tvs apache,2013,colision,20-24,fallecimiento,ignorado,ignorado,305,,2013,-1
enero,domingo,4,1,12,1201,99,mayor,motocicleta,gris,5,italika,2013,choque,40-44,lesionado,ignorado,ignorado,306,,2013,-1
enero,domingo,21,4,2,201,99,mayor,camioneta,ignorado,6,land rover,2013,colision,55 y mas,fallecimiento,ignorado,ignorado,307,,2013,-1
enero,domingo,23,4,4,403,99,mayor,automovil,azul,6,italika,2013,colision,30-34,lesionado,ignorado,ignorado,308,,2013,-1
enero,lunes,20,4,22,2214,99,mayor,motocicleta,azul,6,kenworth,2013,colision,15-19,lesionado,ignorado,ignorado,309,,2013,-1
enero,lunes,6,2,5,508,99,mayor,panel,blanco,6,jmc,2013,choque,20-24,lesionado,ignorado,ignorado,310,,2013,-1
enero,lunes,6,2,5,508,99,mayor,panel,blanco,6,jmc,2013,choque,40-44,lesionado,ignorado,ignorado,311,,2013,-1
enero,lunes,6,2,5,508,99,mayor,panel,blanco,6,jmc,2013,choque,20-24,lesionado,ignorado,ignorado,312,,2013,-1
enero,lunes,7,2,6,603,99,mayor,pick up,negro,6,jmc,2013,vuelco,25-29,lesionado,ignorado,ignorado,313,,2013,-1
enero,lunes,12,3,16,1609,1,mayor,automovil,blanco,6,geo,2013,colision,25-29,lesionado,ignorado,ignorado,314,,2013,-1
enero,lunes,0,1,4,416,99,mayor,automovil,azul,6,italika,2013,choque,30-34,fallecimiento,ignorado,ignorado,315,,2013,-1
enero,martes,4,1,1,101,10,mayor,microbus,negro,6,land rover,2013,colision,30-34,lesionado,ignorado,ignorado,316,,2013,-1
enero,martes,4,1,1,101,10,mayor,microbus,negro,6,land rover,2013,colision,20-24,lesionado,ignorado,ignorado,317,,2013,-1
enero,martes,4,1,1,101,10,mayor,microbus,negro,6,land rover,2013,colision,45-49,lesionado,ignorado,ignorado,318,,2013,-1
enero,martes,4,1,1,101,10,mayor,microbus,negro,6,land rover,2013,colision,45-49,lesionado,ignorado,ignorado,319,,2013,-1
enero,martes,4,1,1,101,10,mayor,microbus,negro,6,land rover,2013,colision,30-34,lesionado,ignorado,ignorado,320,,2013,-1
enero,martes,4,1,1,101,10,mayor,microbus,negro,6,land rover,2013,colision,20-24,lesionado,ignorado,ignorado,321,,2013,-1
enero,martes,4,1,1,101,10,mayor,microbus,negro,6,land rover,2013,colision,30-34,lesionado,ignorado,ignorado,322,,2013,-1
enero,martes,4,1,1,101,10,mayor,microbus,negro,6,land rover,2013,colision,30-34,lesionado,ignorado,ignorado,323,,2013,-1
enero,martes,4,1,1,101,10,mayor,microbus,negro,6,land rover,2013,colision,20-24,lesionado,ignorado,ignorado,324,,2013,-1
enero,martes,4,1,1,101,10,mayor,microbus,negro,6,land rover,2013,colision,30-34,lesionado,ignorado,ignorado,325,,2013,-1
enero,martes,4,1,1,101,10,mayor,microbus,negro,6,land rover,2013,colision,30-34,lesionado,ignorado,ignorado,326,,2013,-1
enero,martes,4,1,1,101,10,mayor,microbus,negro,6,land rover,2013,colision,30-34,lesionado,ignorado,ignorado,327,,2013,-1
enero,martes,4,1,1,101,10,mayor,microbus,negro,6,land rover,2013,colision,25-29,lesionado,ignorado,ignorado,328,,2013,-1
enero,martes,4,1,1,101,10,mayor,microbus,negro,6,land rover,2013,colision,30-34,lesionado,ignorado,ignorado,329,,2013,-1
enero,martes,4,1,1,101,10,mayor,microbus,negro,6,land rover,2013,colision,25-29,lesionado,ignorado,ignorado,330,,2013,-1
enero,martes,2,1,1,116,3,mayor,automovil,celeste,6,chrysler,2013,colision,20-24,lesionado,ignorado,ignorado,331,,2013,-1
enero,martes,21,4,21,2101,6,mayor,motocicleta,rojo,4,kinlon,2013,colision,25-29,lesionado,ignorado,ignorado,332,,2013,-1
enero,martes,21,4,21,2101,6,mayor,motocicleta,rojo,4,kenworth,2013,colision,20-24,lesionado,ignorado,ignorado,333,,2013,-1
enero,martes,21,4,21,2101,6,mayor,motocicleta,rojo,4,kinlon,2013,colision,20-24,lesionado,ignorado,ignorado,334,,2013,-1
enero,martes,17,3,20,2001,99,mayor,microbus,azul,5,land rover,2013,colision,25-29,lesionado,ignorado,ignorado,335,,2013,-1
enero,martes,17,3,20,2001,99,mayor,microbus,azul,5,land rover,2013,colision,20-24,lesionado,ignorado,ignorado,336,,2013,-1
enero,martes,17,3,20,2001,99,mayor,microbus,azul,5,land rover,2013,colision,35-39,lesionado,ignorado,ignorado,337,,2013,-1
enero,martes,17,3,20,2001,99,mayor,microbus,azul,5,land rover,2013,colision,50-54,lesionado,ignorado,ignorado,338,,2013,-1
enero,martes,16,3,6,608,99,mayor,motocicleta,ignorado,6,jmc,2013,vuelco,30-34,lesionado,ignorado,ignorado,339,,2013,-1
enero,martes,19,4,8,801,99,mayor,pick up,gris,6,land rover,2013,choque,25-29,lesionado,ignorado,ignorado,340,,2013,-1
enero,miercoles,13,3,1,101,9,mayor,motocicleta,azul,6,jmc,2013,colision,35-39,lesionado,ignorado,ignorado,341,,2013,-1
enero,miercoles,16,3,1,101,9,mayor,motocicleta,negro,6,jmc,2013,colision,20-24,lesionado,ignorado,ignorado,342,,2013,-1
enero,miercoles,4,1,1,101,1,mayor,ignorado,ignorado,6,jmc,2013,choque,35-39,lesionado,ignorado,ignorado,343,,2013,-1
enero,miercoles,1,1,1,101,10,mayor,automovil,gris,5,kenworth,2013,colision,20-24,lesionado,ignorado,ignorado,344,,2013,-1
enero,miercoles,1,1,1,101,10,mayor,automovil,beige,1,jmc,2013,colision,55 y mas,lesionado,ignorado,ignorado,345,,2013,-1
enero,miercoles,7,2,1,115,99,mayor,motocicleta,ignorado,6,geo,2013,colision,25-29,lesionado,ignorado,ignorado,346,,2013,-1
enero,miercoles,20,4,5,501,99,mayor,motocicleta,rojo,6,geo,2013,colision,40-44,fallecimiento,ignorado,ignorado,347,,2013,-1
enero,miercoles,14,3,10,1018,99,mayor,pick up,rojo,6,land rover,2013,vuelco,55 y mas,lesionado,ignorado,ignorado,348,,2013,-1
enero,miercoles,20,4,9,902,99,mayor,motocicleta,azul,6,tvs apache,2013,choque,25-29,fallecimiento,ignorado,ignorado,349,,2013,-1
enero,miercoles,0,1,8,803,99,mayor,motocicleta,azul,6,tvs apache,2013,choque,25-29,fallecimiento,ignorado,ignorado,350,,2013,-1
enero,miercoles,19,4,7,713,99,mayor,motocicleta,rojo,6,tvs apache,2013,colision,25-29,lesionado,ignorado,ignorado,351,,2013,-1
enero,miercoles,7,2,4,406,99,mayor,motocicleta,rojo,6,jmc,2013,colision,15-19,lesionado,ignorado,ignorado,352,,2013,-1
enero,jueves,0,1,1,108,4,mayor,motocicleta,rojo,5,kenworth,2013,colision,25-29,lesionado,ignorado,ignorado,353,,2013,-1
enero,jueves,15,3,1,102,99,mayor,motocicleta,rojo,5,kenworth,2013,colision,25-29,lesionado,ignorado,ignorado,354,,2013,-1
enero,jueves,16,3,1,101,12,mayor,motocicleta,negro,6,tvs apache,2013,colision,25-29,lesionado,ignorado,ignorado,355,,2013,-1
enero,jueves,13,3,5,502,99,mayor,motocicleta,negro,5,audi,2013,colision,30-34,lesionado,ignorado,ignorado,356,,2013,-1
enero,jueves,16,3,6,601,99,mayor,pick up,beige,4,mahindra,2013,colision,35-39,lesionado,ignorado,ignorado,357,,2013,-1
enero,jueves,16,3,6,601,99,mayor,pick up,beige,4,mahindra,2013,colision,30-34,lesionado,ignorado,ignorado,358,,2013,-1
enero,jueves,16,3,6,601,99,menor,pick up,beige,4,mahindra,2013,colision,menor de 15,lesionado,ignorado,ignorado,359,,2013,-1
enero,jueves,16,3,6,601,99,mayor,automovil,azul,4,land rover,2013,colision,35-39,lesionado,ignorado,ignorado,360,,2013,-1
enero,jueves,17,3,12,1218,99,mayor,camioneta,verde,3,land rover,2013,choque,15-19,lesionado,ignorado,ignorado,361,,2013,-1
enero,jueves,10,2,2,201,99,mayor,pick up,gris,3,jumbo,2013,choque,15-19,lesionado,ignorado,ignorado,362,,2013,-1
enero,jueves,16,3,3,304,99,mayor,camion,rojo,2,jaguar,2013,colision,20-24,lesionado,ignorado,ignorado,363,,2013,-1
enero,jueves,20,4,1,101,12,mayor,motocicleta,ignorado,4,jmc,2013,colision,20-24,lesionado,ignorado,ignorado,364,,2013,-1
enero,jueves,19,4,5,501,99,mayor,pick up,beige,6,land rover,2013,vuelco,50-54,lesionado,ignorado,ignorado,365,,2013,-1
enero,jueves,19,4,5,501,99,mayor,pick up,beige,6,land rover,2013,vuelco,45-49,lesionado,ignorado,ignorado,366,,2013,-1
enero,jueves,22,4,9,922,99,mayor,motocicleta,ignorado,6,jmc,2013,colision,50-54,fallecimiento,ignorado,ignorado,367,,2013,-1
enero,jueves,8,2,16,1612,99,mayor,mototaxi,ignorado,6,jmc,2013,choque,15-19,lesionado,ignorado,ignorado,368,,2013,-1
